3710.034547,4.175e-26,0.053,0.64,0.07,#
3710.038389,1.006e-27,0.045,0.6,0.058,#
3710.058619,3.504e-27,0.0535,0.75,0.073,#
3710.080815,5.277e-27,0.0646,0.75,0.084,#
3710.182002,2.221e-26,0.046,0.61,0.061,#
3710.198954,8.128e-28,0.0469,0.75,0.065,#
3710.225627,1.767e-27,0.052,0.75,0.071,#
3710.244191,4.236e-28,0.0504,0.75,0.07,#
3710.293581,3.609e-28,0.048,0.62,0.065,#
3710.29631,9.052e-28,0.0271,0.75,0.045,#
3710.296636,9.052e-28,0.0271,0.75,0.045,#
3710.307351,2.377e-26,0.049,0.63,0.067,#
3710.363387,1.441e-27,0.0522,0.75,0.07,#
3710.382939,1.509e-28,0.065,0.75,0.084,#
3710.409078,2.922e-28,0.047,0.62,0.065,#
3710.415284,4.995e-27,0.046,0.61,0.061,#
3710.47536,9.606e-29,0.049,0.75,0.069,#
3710.475361,9.606e-29,0.049,0.75,0.069,#
3710.484914,7.82e-29,0.0575,0.75,0.076,#
3710.488042,2.161e-27,0.0517,0.75,0.07,#
3710.488604,2.155e-27,0.0517,0.75,0.07,#
3710.516194,1.796e-28,0.046,0.59,0.058,#
3710.562817,9.451e-28,0.048,0.63,0.067,#
3710.566374,1.781e-26,0.046,0.59,0.058,#
3710.61225,6.958e-28,0.0472,0.75,0.067,#
3710.625671,1.207e-27,0.0533,0.75,0.071,#
3710.66276,1.161e-26,0.048,0.63,0.067,#
3710.665259,1.872e-28,0.05,0.75,0.068,#
3710.707531,7.574e-29,0.0487,0.75,0.069,#
3710.739191,1.595e-27,0.0596,0.75,0.079,#
3710.7392,1.595e-27,0.0596,0.75,0.079,#
3710.77056,1.461e-27,0.048,0.63,0.067,#
3710.780304,1.441e-27,0.05,0.75,0.068,#
3710.780782,1.441e-27,0.05,0.75,0.068,#
3710.797966,2.786e-28,0.048,0.63,0.067,#
3710.810017,5.075e-25,0.048,0.63,0.067,#
3710.815156,1.304e-27,0.046,0.61,0.061,#
3710.836085,5.186e-27,0.046,0.59,0.058,#
3710.845038,4.279e-28,0.0548,0.75,0.074,#
3710.90278,1.305e-27,0.0522,0.75,0.069,#
3710.905766,8.693e-29,0.048,0.63,0.067,#
3710.91216,6.595e-28,0.048,0.63,0.067,#
3710.955253,4.976e-27,0.046,0.61,0.06,#
3710.957323,3.401e-27,0.046,0.59,0.058,#
3710.960803,1.281e-25,0.047,0.62,0.065,#
3710.978267,1.64e-27,0.046,0.59,0.058,#
3710.99813,4.464e-27,0.046,0.59,0.058,#
3711.005759,5.425e-27,0.0606,0.75,0.08,#
3711.012678,5.872e-25,0.046,0.61,0.061,#
3711.022057,1.736e-28,0.047,0.62,0.065,#
3711.034421,2.878e-27,0.046,0.6,0.058,#
3711.046417,1.356e-27,0.048,0.63,0.067,#
3711.047366,6.83e-25,0.048,0.63,0.067,#
3711.112864,1.182e-28,0.045,0.58,0.057,#
3711.140024,1.068e-26,0.048,0.63,0.067,#
3711.240023,1.89e-28,0.0431,0.75,0.06,#
3711.245754,1.89e-28,0.0431,0.75,0.06,#
3711.259216,1.25e-25,0.047,0.62,0.065,#
3711.275483,4.606e-28,0.0462,0.75,0.064,#
3711.294535,3.321e-24,0.053,0.65,0.073,#
3711.312327,1.042e-27,0.046,0.61,0.06,#
3711.31504,2.47e-28,0.046,0.59,0.058,#
3711.318011,1.145e-28,0.0456,0.75,0.066,#
3711.341609,7.943e-28,0.0481,0.75,0.066,#
3711.346578,7.882e-28,0.0481,0.75,0.066,#
3711.387224,1.96e-27,0.048,0.63,0.067,#
3711.396978,3.091e-27,0.046,0.61,0.061,#
3711.429599,8.261e-28,0.046,0.59,0.058,#
3711.4462,8.411e-25,0.056,0.65,0.073,#
3711.450115,4.668e-26,0.047,0.61,0.061,#
3711.45416,9.544e-28,0.0544,0.75,0.072,#
3711.496206,2.744e-28,0.045,0.58,0.057,#
3711.547934,9.79e-28,0.0473,0.75,0.066,#
3711.549906,8.436e-29,0.0527,0.75,0.071,#
3711.550473,9.79e-28,0.0473,0.75,0.066,#
3711.590734,1.747e-25,0.05,0.65,0.073,#
3711.5909,3.569e-26,0.056,0.65,0.073,#
3711.623624,3.493e-29,0.048,0.63,0.067,#
3711.630178,1.007e-27,0.046,0.61,0.061,#
3711.639312,6.404e-28,0.0638,0.75,0.083,#
3711.650527,1.229e-28,0.045,0.58,0.057,#
3711.666188,3.614e-27,0.0558,0.75,0.076,#
3711.691749,1.231e-27,0.0533,0.75,0.071,#
3711.737092,8.559e-28,0.0561,0.75,0.075,#
3711.750917,1.804e-27,0.0532,0.75,0.072,#
3711.75205,1.804e-27,0.0532,0.75,0.072,#
3711.774881,8.313e-28,0.0561,0.75,0.075,#
3711.779207,7.697e-28,0.0638,0.75,0.083,#
3711.801501,1.293e-27,0.046,0.61,0.06,#
3711.81526,4.516e-27,0.046,0.61,0.06,#
3711.923519,2.813e-28,0.045,0.58,0.057,#
3711.955226,1.078e-28,0.0537,0.75,0.071,#
3712.012647,8.805e-29,0.0431,0.75,0.06,#
3712.018481,1.41e-27,0.052,0.75,0.072,#
3712.030078,3.213e-29,0.046,0.61,0.061,#
3712.065812,4.421e-28,0.0462,0.75,0.064,#
3712.084986,1.006e-28,0.046,0.59,0.058,#
3712.101252,8.128e-29,0.042,0.75,0.059,#
3712.145518,2.309e-28,0.0572,0.75,0.076,#
3712.212485,4.039e-28,0.0462,0.75,0.064,#
3712.224791,2.056e-28,0.045,0.58,0.057,#
3712.240329,7.635e-29,0.042,0.75,0.059,#
3712.267856,4.126e-27,0.046,0.61,0.06,#
